Date,Fund1,Fund2,Fund3
24/04/2013,1423.40002441406,6431.7998046875,1578.7900390625
25/04/2013,1461.80004882813,6442.60009765625,1585.16003417969
26/04/2013,1453.59997558594,6426.39990234375,1582.23999023438
29/04/2013,1467.40002441406,6458,1593.60998535156
30/04/2013,1472.19995117188,6430.10009765625,1597.56994628906
01/05/2013,1446.30004882813,6451.2998046875,1582.69995117187
02/05/2013,1467.69995117188,6460.7001953125,1597.58996582031
03/05/2013,1464.30004882813,6521.5,1614.42004394531
06/05/2013,1468.09997558594,,1617.5
07/05/2013,1449,6557.2998046875,1625.9599609375
08/05/2013,1473.90002441406,6583.5,1632.68994140625
09/05/2013,1468.80004882813,6592.7001953125,1626.67004394531
10/05/2013,1436.80004882813,6625,1633.69995117188
13/05/2013,1434.5,6631.7998046875,1633.77001953125
14/05/2013,1424.69995117188,6686.10009765625,1650.33996582031
15/05/2013,1396.5,6693.60009765625,1658.78002929688
16/05/2013,1387.09997558594,6687.7998046875,1650.46997070313
17/05/2013,1364.90002441406,6723.10009765625,1667.46997070313
20/05/2013,1384.30004882813,6755.60009765625,1666.2900390625
21/05/2013,1377.80004882813,6803.89990234375,1669.16003417969
22/05/2013,1367.59997558594,6840.2998046875,1655.34997558594
23/05/2013,1392,6696.7998046875,1650.51000976562
24/05/2013,1386.80004882813,6654.2998046875,1649.59997558594
28/05/2013,1379.09997558594,6762,1660.06005859375
29/05/2013,1391.30004882813,6627.2001953125,1648.35998535156
30/05/2013,1411.5,6657,1654.41003417969
31/05/2013,1392.59997558594,6583.10009765625,1630.73999023438
03/06/2013,1411.69995117188,6525.10009765625,1640.42004394531
04/06/2013,1397.09997558594,6558.60009765625,1631.38000488281
05/06/2013,1398.40002441406,6419.2998046875,1608.90002441406
06/06/2013,1415.69995117188,6336.10009765625,1622.56005859375
07/06/2013,1383,6412,1643.38000488281
10/06/2013,1386.19995117188,6400.5,1642.81005859375
11/06/2013,1377,6340.10009765625,1626.13000488281
12/06/2013,1391.80004882813,6299.5,1612.52001953125
13/06/2013,1377.59997558594,6304.60009765625,1636.35998535156
14/06/2013,1387.30004882813,6308.2998046875,1626.72998046875
17/06/2013,1382.80004882813,6330.5,1639.0400390625
18/06/2013,1366.59997558594,6374.2001953125,1651.81005859375
19/06/2013,1373.59997558594,6348.7998046875,1628.93005371094
20/06/2013,1285.90002441406,6159.5,1588.18994140625
21/06/2013,1291.59997558594,6116.2001953125,1592.43005371094
24/06/2013,1276.80004882813,6029.10009765625,1573.08996582031
25/06/2013,1274.80004882813,6101.89990234375,1588.03002929688
26/06/2013,1229.59997558594,6165.5,1603.26000976563
27/06/2013,1211.40002441406,6243.39990234375,1613.19995117188
28/06/2013,1223.80004882813,6215.5,1606.28002929688
01/07/2013,1255.90002441406,6307.7998046875,1614.9599609375
02/07/2013,1243.59997558594,6303.89990234375,1614.07995605469
03/07/2013,1252.09997558594,6229.89990234375,1615.41003417969
04/07/2013,,6421.7001953125,
05/07/2013,1212.90002441406,6375.5,1631.89001464844
08/07/2013,1234.90002441406,6450.10009765625,1640.4599609375
09/07/2013,1245.90002441406,6513.10009765625,1652.31994628906
10/07/2013,1247.40002441406,6505,1652.61999511719
11/07/2013,1280.09997558594,6543.39990234375,1675.02001953125
12/07/2013,1277.80004882813,6544.89990234375,1680.18994140625
15/07/2013,1283.80004882813,6586.10009765625,1682.5
16/07/2013,1290.80004882813,6556.39990234375,1676.26000976563
17/07/2013,1277.90002441406,6571.89990234375,1680.91003417969
18/07/2013,1284.59997558594,6634.39990234375,1689.36999511719
19/07/2013,1293.30004882813,6630.7001953125,1692.08996582031
22/07/2013,1336.40002441406,6623.2001953125,1695.53002929688
23/07/2013,1335.09997558594,6597.39990234375,1692.39001464844
24/07/2013,1319.69995117188,6620.39990234375,1685.93994140625
25/07/2013,1329,6588,1690.25
26/07/2013,1321.69995117188,6554.7998046875,1691.65002441406
29/07/2013,1328.40002441406,6560.2998046875,1685.32995605469
30/07/2013,1324,6571,1685.9599609375
31/07/2013,1312.40002441406,6621.10009765625,1685.72998046875
01/08/2013,1311,6682,1706.86999511719
02/08/2013,1310.59997558594,6647.89990234375,1709.67004394531
05/08/2013,1302.59997558594,6619.60009765625,1707.14001464844
06/08/2013,1283.19995117188,6604.2001953125,1697.36999511719
07/08/2013,1286.09997558594,6511.2001953125,1690.91003417969
08/08/2013,1310.69995117188,6529.7001953125,1697.47998046875
09/08/2013,1312.90002441406,6583.39990234375,1691.42004394531
12/08/2013,1334.69995117188,6574.2998046875,1689.46997070313
13/08/2013,1321.19995117188,6611.89990234375,1694.16003417969
14/08/2013,1334,6587.39990234375,1685.39001464844
15/08/2013,1361.59997558594,6483.2998046875,1661.31994628906
16/08/2013,1371.69995117188,6500,1655.82995605469
19/08/2013,1366.19995117188,6465.7001953125,1646.06005859375
20/08/2013,1373.09997558594,6453.5,1652.34997558594
21/08/2013,1370.59997558594,6390.7998046875,1642.80004882813
22/08/2013,1371.19995117188,6446.89990234375,1656.9599609375
23/08/2013,1395.69995117188,6492.10009765625,1663.5
26/08/2013,1393,,1656.78002929688
27/08/2013,1420.59997558594,6441,1630.47998046875
28/08/2013,1419,6430.10009765625,1634.9599609375
29/08/2013,1412.90002441406,6483.10009765625,1638.17004394531
30/08/2013,1396.09997558594,6412.89990234375,1632.96997070313
02/09/2013,,6506.2001953125,
03/09/2013,1412,6468.39990234375,1639.77001953125
04/09/2013,1389.90002441406,6474.7001953125,1653.07995605469
05/09/2013,1373.09997558594,6532.39990234375,1655.07995605469
06/09/2013,1386.69995117188,6547.2998046875,1655.17004394531
09/09/2013,1386.80004882813,6530.7001953125,1671.7099609375
10/09/2013,1364.09997558594,6584,1683.98999023438
11/09/2013,1363.90002441406,6588.39990234375,1689.13000488281
12/09/2013,1330.40002441406,6589,1683.42004394531
13/09/2013,1308.40002441406,6583.7998046875,1687.98999023437
16/09/2013,1317.90002441406,6622.89990234375,1697.59997558594
17/09/2013,1309.5,6570.2001953125,1704.76000976563
18/09/2013,1307.80004882813,6558.7998046875,1725.52001953125
19/09/2013,1369.40002441406,6625.39990234375,1722.33996582031
20/09/2013,1332.5,6596.39990234375,1709.91003417969
23/09/2013,1326.90002441406,6557.39990234375,1701.83996582031
24/09/2013,1316,6571.5,1697.42004394531
25/09/2013,1335.90002441406,6551.5,1692.77001953125
26/09/2013,1323.59997558594,6565.60009765625,1698.67004394531
27/09/2013,1338.40002441406,6512.7001953125,1691.75
30/09/2013,1326.5,6462.2001953125,1681.55004882813
01/10/2013,1286,6460,1695
02/10/2013,1320.59997558594,6437.5,1693.86999511719
03/10/2013,1317.40002441406,6449,1678.66003417969
04/10/2013,1309.69995117188,6453.89990234375,1690.5
07/10/2013,1324.80004882813,6437.2998046875,1676.11999511719
08/10/2013,1324.19995117188,6365.7998046875,1655.44995117188
09/10/2013,1306.90002441406,6337.89990234375,1656.40002441406
10/10/2013,1296.59997558594,6430.5,1692.56005859375
11/10/2013,1268,6487.2001953125,1703.19995117188
14/10/2013,1276.40002441406,6507.7001953125,1710.14001464844
15/10/2013,1273,6549.10009765625,1698.06005859375
16/10/2013,1282,6571.60009765625,1721.5400390625
17/10/2013,1322.69995117188,6576.2001953125,1733.15002441406
18/10/2013,1314.40002441406,6622.60009765625,1744.5
21/10/2013,1315.69995117188,6654.2001953125,1744.66003417969
22/10/2013,1342.5,6695.7001953125,1754.67004394531
23/10/2013,1333.90002441406,6674.5,1746.38000488281
24/10/2013,1350.19995117188,6713.2001953125,1752.06994628906
25/10/2013,1352.40002441406,6721.2998046875,1759.77001953125
28/10/2013,1352,6725.7998046875,1762.10998535156
29/10/2013,1345.19995117188,6774.7001953125,1771.94995117188
30/10/2013,1349,6777.7001953125,1763.31005859375
31/10/2013,1323.59997558594,6731.39990234375,1756.5400390625
01/11/2013,1313.09997558594,6734.7001953125,1761.64001464844
04/11/2013,1314.59997558594,6763.60009765625,1767.93005371094
05/11/2013,1308,6746.7998046875,1762.96997070313
06/11/2013,1317.69995117188,6741.7001953125,1770.48999023438
07/11/2013,1308.40002441406,6697.2001953125,1747.15002441406
08/11/2013,1284.5,6708.39990234375,1770.60998535156
11/11/2013,1281,6728.39990234375,1771.89001464844
12/11/2013,1271.09997558594,6726.7998046875,1767.68994140625
13/11/2013,1268.30004882813,6630,1782
14/11/2013,1286.19995117188,6666.10009765625,1790.61999511719
15/11/2013,1287.30004882813,6693.39990234375,1798.18005371094
18/11/2013,1272.19995117188,6723.5,1791.53002929688
19/11/2013,1273.40002441406,6698,1787.86999511719
20/11/2013,1257.90002441406,6681.10009765625,1781.36999511719
21/11/2013,1243.5,6681.2998046875,1795.84997558594
22/11/2013,1244,6674.2998046875,1804.76000976563
25/11/2013,1241.09997558594,6694.60009765625,1802.47998046875
26/11/2013,1241.40002441406,6636.2001953125,1802.75
27/11/2013,1237.80004882813,6649.5,1807.22998046875
28/11/2013,,6654.5,
29/11/2013,1250.59997558594,6650.60009765625,1805.81005859375
02/12/2013,1222.30004882813,6595.2998046875,1800.90002441406
03/12/2013,1221.69995117188,6532.39990234375,1795.15002441406
04/12/2013,1248.19995117188,6510,1792.81005859375
05/12/2013,1233.19995117188,6498.2998046875,1785.03002929688
06/12/2013,1230.30004882813,6552,1805.08996582031
09/12/2013,1235.30004882813,6559.5,1808.36999511719
10/12/2013,1262.40002441406,6523.2998046875,1802.61999511719
11/12/2013,1258.5,6507.7001953125,1782.21997070313
12/12/2013,1226,6445.2998046875,1775.5
13/12/2013,1235.69995117188,6440,1775.31994628906
16/12/2013,1245.5,6522.2001953125,1786.5400390625
17/12/2013,1231.19995117188,6486.2001953125,1781
18/12/2013,1236.09997558594,6492.10009765625,1810.65002441406
19/12/2013,1195,6584.7001953125,1809.59997558594
20/12/2013,1205.09997558594,6606.60009765625,1818.31994628906
23/12/2013,1198.40002441406,6678.60009765625,1827.98999023438
24/12/2013,1205.09997558594,6694.2001953125,1833.31994628906
26/12/2013,1214.09997558594,,1842.02001953125
27/12/2013,1216.09997558594,6750.89990234375,1841.40002441406
30/12/2013,1203.09997558594,6731.2998046875,1841.06994628906
31/12/2013,1201.90002441406,6749.10009765625,1848.35998535156
02/01/2014,1225,6717.89990234375,1831.97998046875
03/01/2014,1238.40002441406,6730.7001953125,1831.36999511719
06/01/2014,1237.80004882813,6730.7001953125,1826.77001953125
07/01/2014,1229.40002441406,6755.5,1837.88000488281
08/01/2014,1225.30004882813,6721.7998046875,1837.48999023438
09/01/2014,1229.30004882813,6691.2998046875,1838.13000488281
10/01/2014,1246.69995117188,6739.89990234375,1842.36999511719
13/01/2014,1250.90002441406,6757.2001953125,1819.19995117188
14/01/2014,1245.19995117188,6766.89990234375,1838.88000488281
15/01/2014,1238.09997558594,6819.89990234375,1848.38000488281
16/01/2014,1240,6815.39990234375,1845.89001464844
17/01/2014,1251.69995117188,6829.2998046875,1838.69995117188
20/01/2014,,6836.7001953125,
21/01/2014,1242.30004882813,6834.2998046875,1843.80004882813
22/01/2014,1239,6826.2998046875,1844.85998535156
23/01/2014,1262.59997558594,6773.2998046875,1828.4599609375
24/01/2014,1264.5,6663.7001953125,1790.2900390625
27/01/2014,1263.59997558594,6550.7001953125,1781.56005859375
28/01/2014,1251,6572.2998046875,1792.5
29/01/2014,1262.19995117187,6544.2998046875,1774.19995117188
30/01/2014,1242.19995117188,6538.5,1794.18994140625
31/01/2014,1240.09997558594,6510.39990234375,1782.58996582031
03/02/2014,1260.40002441406,6465.7001953125,1741.89001464844
04/02/2014,1251.69995117188,6449.2998046875,1755.19995117188
05/02/2014,1257.30004882813,6457.89990234375,1751.64001464844
06/02/2014,1257.59997558594,6558.2998046875,1773.43005371094
07/02/2014,1263.30004882813,6571.7001953125,1797.02001953125
10/02/2014,1274.80004882813,6591.60009765625,1799.83996582031
11/02/2014,1290.09997558594,6672.7001953125,1819.75
12/02/2014,1295.30004882813,6675,1819.26000976563
13/02/2014,1300.40002441406,6659.39990234375,1829.82995605469
14/02/2014,1319,6663.60009765625,1838.63000488281
17/02/2014,,6736,
18/02/2014,1324.69995117187,6796.39990234375,1840.76000976562
19/02/2014,1320.59997558594,6796.7001953125,1828.75
20/02/2014,1317.09997558594,6813,1839.78002929687
21/02/2014,1323.90002441406,6838.10009765625,1836.25
24/02/2014,1338.30004882813,6865.89990234375,1847.60998535156
25/02/2014,1343,6830.5,1845.11999511719
26/02/2014,1328.19995117188,6799.2001953125,1845.16003417969
27/02/2014,1331.59997558594,6810.2998046875,1854.2900390625
28/02/2014,1321.40002441406,6809.7001953125,1859.44995117188
03/03/2014,1350.09997558594,6708.39990234375,1845.72998046875
04/03/2014,1337.80004882813,6823.7998046875,1873.91003417969
05/03/2014,1340.19995117188,6775.39990234375,1873.81005859375
06/03/2014,1351.69995117188,6788.5,1877.03002929688
07/03/2014,1338.09997558594,6712.7001953125,1878.0400390625
10/03/2014,1341.40002441406,6689.5,1877.17004394531
11/03/2014,1346.5,6685.5,1867.63000488281
12/03/2014,1370.30004882813,6620.89990234375,1868.19995117188
13/03/2014,1372.19995117188,6553.7998046875,1846.33996582031
14/03/2014,1379,6527.89990234375,1841.13000488281
17/03/2014,1372.90002441406,6568.39990234375,1858.82995605469
18/03/2014,1359,6605.2998046875,1872.25
19/03/2014,1341.40002441406,6573.10009765625,1860.77001953125
20/03/2014,1330.5,6542.39990234375,1872.01000976562
21/03/2014,1336,6557.2001953125,1866.52001953125
24/03/2014,1311.19995117188,6520.39990234375,1857.43994140625
25/03/2014,1311.40002441406,6604.89990234375,1865.61999511719
26/03/2014,1303.40002441406,6605.2998046875,1852.56005859375
27/03/2014,1294.69995117188,6588.2998046875,1849.0400390625
28/03/2014,1293.80004882813,6615.60009765625,1857.61999511719
31/03/2014,1283.40002441406,6598.39990234375,1872.33996582031
01/04/2014,1279.59997558594,6652.60009765625,1885.52001953125
02/04/2014,1290.5,6659,1890.90002441406
03/04/2014,1284.40002441406,6649.10009765625,1888.77001953125
04/04/2014,1303.19995117188,6695.60009765625,1865.08996582031
07/04/2014,1298,6622.7998046875,1845.0400390625
08/04/2014,1308.69995117188,6590.7001953125,1851.9599609375
09/04/2014,1305.5,6635.60009765625,1872.18005371094
10/04/2014,1320.09997558594,6642,1833.07995605469
11/04/2014,1318.69995117188,6561.7001953125,1815.68994140625
14/04/2014,1327.19995117188,6583.7998046875,1830.60998535156
15/04/2014,1300,6541.60009765625,1842.97998046875
16/04/2014,1303.09997558594,6584.2001953125,1862.31005859375
17/04/2014,1293.40002441406,6625.2998046875,1864.84997558594
21/04/2014,1288,,1871.89001464844
22/04/2014,1280.59997558594,6681.7998046875,1879.55004882813
23/04/2014,1284.19995117188,6674.7001953125,1875.39001464844
24/04/2014,1290.5,6703,1878.60998535156
25/04/2014,1300.69995117188,6685.7001953125,1863.40002441406
28/04/2014,1298.90002441406,6700.2001953125,1869.43005371094
29/04/2014,1296,6769.89990234375,1878.32995605469
30/04/2014,1295.59997558594,6780,1883.94995117188
01/05/2014,1283.09997558594,6808.89990234375,1883.68005371094
02/05/2014,1302.59997558594,6822.39990234375,1881.14001464844
05/05/2014,1309,,1884.66003417969
06/05/2014,1308.30004882813,6798.60009765625,1867.71997070312
07/05/2014,1288.59997558594,6796.39990234375,1878.2099609375
08/05/2014,1287.40002441406,6839.2998046875,1875.63000488281
09/05/2014,1287.30004882813,6814.60009765625,1878.47998046875
12/05/2014,1295.59997558594,6851.7998046875,1896.65002441406
13/05/2014,1294.59997558594,6873.10009765625,1897.44995117188
14/05/2014,1305.69995117188,6878.5,1888.53002929688
15/05/2014,1293.5,6840.89990234375,1870.84997558594
16/05/2014,1293.30004882813,6855.7998046875,1877.85998535156
19/05/2014,1293.69995117188,6844.60009765625,1885.07995605469
20/05/2014,1294.5,6802,1872.82995605469
21/05/2014,1288,6821,1888.03002929688
22/05/2014,1294.90002441406,6820.60009765625,1892.48999023438
23/05/2014,1291.59997558594,6815.7998046875,1900.53002929688
27/05/2014,1265.40002441406,6844.89990234375,1911.91003417969
28/05/2014,1259.30004882813,6851.2001953125,1909.78002929688
29/05/2014,1256.30004882813,6871.2998046875,1920.03002929688
30/05/2014,1245.59997558594,6844.5,1923.56994628906
02/06/2014,1243.69995117188,6864.10009765625,1924.96997070313
03/06/2014,1244.30004882813,6836.2998046875,1924.23999023438
04/06/2014,1244,6818.60009765625,1927.88000488281
05/06/2014,1253,6813.5,1940.4599609375
06/06/2014,1252.09997558594,6858.2001953125,1949.43994140625
09/06/2014,1253.5,6875,1951.27001953125
10/06/2014,1259.80004882813,6873.60009765625,1950.7900390625
11/06/2014,1260.80004882813,6838.89990234375,1943.89001464844
12/06/2014,1273.59997558594,6843.10009765625,1930.10998535156
13/06/2014,1273.69995117188,6777.89990234375,1936.16003417969
16/06/2014,1274.90002441406,6754.60009765625,1937.78002929688
17/06/2014,1271.69995117188,6766.7998046875,1941.98999023438
18/06/2014,1272.40002441406,6778.60009765625,1956.97998046875
19/06/2014,1313.69995117188,6808.10009765625,1959.47998046875
20/06/2014,1316.19995117188,6825.2001953125,1962.86999511719
23/06/2014,1318,6800.60009765625,1962.60998535156
24/06/2014,1320.90002441406,6787.10009765625,1949.97998046875
25/06/2014,1322.19995117188,6733.60009765625,1959.53002929688
26/06/2014,1316.09997558594,6735.10009765625,1957.21997070313
27/06/2014,1319,6757.7998046875,1960.9599609375
30/06/2014,1321.80004882813,6743.89990234375,1960.22998046875
01/07/2014,1326.40002441406,6802.89990234375,1973.31994628906
02/07/2014,1330.69995117188,6816.39990234375,1974.61999511719
03/07/2014,1320.40002441406,6865.2001953125,1985.43994140625
04/07/2014,,6866.10009765625,
07/07/2014,1316.5,6823.5,1977.65002441406
08/07/2014,1316,6738.5,1963.7099609375
09/07/2014,1323.80004882813,6718,1972.82995605469
10/07/2014,1338.69995117188,6672.39990234375,1964.68005371094
11/07/2014,1337,6690.2001953125,1967.56994628906
14/07/2014,1306.30004882813,6746.10009765625,1977.09997558594
15/07/2014,1296.90002441406,6710.5,1973.28002929688
16/07/2014,1299.59997558594,6784.7001953125,1981.56994628906
17/07/2014,1316.69995117188,6738.2998046875,1958.11999511719
18/07/2014,1309.19995117188,6749.5,1978.21997070312
21/07/2014,1313.69995117188,6728.39990234375,1973.63000488281
22/07/2014,1306.09997558594,6795.2998046875,1983.53002929687
23/07/2014,1304.5,6798.2001953125,1987.01000976562
24/07/2014,1290.59997558594,6821.5,1987.97998046875
25/07/2014,1303.09997558594,6791.60009765625,1978.33996582031
28/07/2014,1303.30004882813,6788.10009765625,1978.91003417969
29/07/2014,1298.30004882813,6807.7998046875,1969.94995117188
30/07/2014,1294.90002441406,6773.39990234375,1970.06994628906
31/07/2014,1281.30004882813,6730.10009765625,1930.67004394531
01/08/2014,1293.59997558594,6679.2001953125,1925.15002441406
04/08/2014,1287.69995117188,6677.5,1938.98999023438
05/08/2014,1284,6682.5,1920.2099609375
06/08/2014,1306.69995117188,6636.2001953125,1920.23999023438
07/08/2014,1310.80004882813,6597.39990234375,1909.56994628906
08/08/2014,1308.90002441406,6567.39990234375,1931.58996582031
11/08/2014,1308.5,6632.7998046875,1936.92004394531
12/08/2014,1308.80004882813,6632.39990234375,1933.75
13/08/2014,1312.80004882813,6656.7001953125,1946.71997070313
14/08/2014,1313.90002441406,6685.2998046875,1955.18005371094
15/08/2014,1304.5,6689.10009765625,1955.06005859375
18/08/2014,1297.69995117188,6741.2998046875,1971.73999023438
19/08/2014,1295.09997558594,6779.2998046875,1981.59997558594
20/08/2014,1293.40002441406,6755.5,1986.51000976563
21/08/2014,1273.69995117188,6777.7001953125,1992.36999511719
22/08/2014,1278.59997558594,6775.2998046875,1988.40002441406
25/08/2014,1277.30004882813,,1997.92004394531
26/08/2014,1283.80004882813,6822.7998046875,2000.02001953125
27/08/2014,1281.90002441406,6830.7001953125,2000.11999511719
28/08/2014,1288.69995117188,6805.7998046875,1996.73999023438
29/08/2014,1285.80004882813,6819.7998046875,2003.36999511719
01/09/2014,,6825.2998046875,
02/09/2014,1263.69995117188,6829.2001953125,2002.28002929687
03/09/2014,1268.90002441406,6873.60009765625,2000.71997070313
04/09/2014,1265.09997558594,6878,1997.65002441406
05/09/2014,1265.80004882813,6855.10009765625,2007.7099609375
08/09/2014,1252.69995117188,6834.7998046875,2001.5400390625
09/09/2014,1246.80004882813,6829,1988.43994140625
10/09/2014,1243.5,6830.10009765625,1995.68994140625
11/09/2014,1237.40002441406,6799.60009765625,1997.44995117188
12/09/2014,1229.90002441406,6807,1985.5400390625
15/09/2014,1233.59997558594,6804.2001953125,1984.13000488281
16/09/2014,1235.19995117188,6792.2001953125,1998.97998046875
17/09/2014,1234.40002441406,6780.89990234375,2001.56994628906
18/09/2014,1225.69995117188,6819.2998046875,2011.35998535156
19/09/2014,1215.30004882813,6837.89990234375,2010.40002441406
22/09/2014,1216.80004882813,6773.60009765625,1994.2900390625
23/09/2014,1221,6676.10009765625,1982.77001953125
24/09/2014,1218.59997558594,6706.2998046875,1998.30004882813
25/09/2014,1221.19995117188,6639.7001953125,1965.98999023438
26/09/2014,1214.09997558594,6649.39990234375,1982.84997558594
29/09/2014,1217.5,6646.60009765625,1977.80004882813
30/09/2014,1210.5,6622.7001953125,1972.2900390625
01/10/2014,1214.59997558594,6557.5,1946.16003417969
02/10/2014,1214.19995117188,6446.39990234375,1946.17004394531
03/10/2014,1192.19995117188,6527.89990234375,1967.90002441406
06/10/2014,1206.69995117188,6563.7001953125,1964.81994628906
07/10/2014,1211.69995117188,6495.60009765625,1935.09997558594
08/10/2014,1205.30004882813,6482.2001953125,1968.89001464844
09/10/2014,1224.59997558594,6431.89990234375,1928.2099609375
10/10/2014,1221,6340,1906.13000488281
13/10/2014,1229.30004882813,6366.2001953125,1874.73999023438
14/10/2014,1233.59997558594,6392.7001953125,1877.69995117188
15/10/2014,1244.09997558594,6211.60009765625,1862.48999023438
16/10/2014,1240.5,6195.89990234375,1862.76000976563
17/10/2014,1238.30004882813,6310.2998046875,1886.76000976563
20/10/2014,1244,6267.10009765625,1904.01000976562
21/10/2014,1251,6372.2998046875,1941.28002929688
22/10/2014,1244.80004882813,6399.7001953125,1927.10998535156
23/10/2014,1228.5,6419.2001953125,1950.81994628906
24/10/2014,1231.19995117188,6388.7001953125,1964.57995605469
27/10/2014,1229.09997558594,6363.5,1961.63000488281
28/10/2014,1229.19995117188,6402.2001953125,1985.05004882813
29/10/2014,1224.30004882813,6453.89990234375,1982.30004882813
30/10/2014,1198.09997558594,6463.60009765625,1994.65002441406
31/10/2014,1171.09997558594,6546.5,2018.05004882813
03/11/2014,1169.40002441406,6488,2017.81005859375
04/11/2014,1167.40002441406,6454,2012.09997558594
05/11/2014,1145.40002441406,6539.10009765625,2023.56994628906
06/11/2014,1142.30004882813,6551.2001953125,2031.2099609375
07/11/2014,1169.59997558594,6567.2001953125,2031.92004394531
10/11/2014,1159.59997558594,6611.2998046875,2038.26000976562
11/11/2014,1162.80004882813,6627.39990234375,2039.68005371094
12/11/2014,1158.90002441406,6611,2038.25
13/11/2014,1161.09997558594,6635.5,2039.32995605469
14/11/2014,1185,6654.39990234375,2039.81994628906
17/11/2014,1183,6672,2041.31994628906
18/11/2014,1196.69995117188,6709.10009765625,2051.80004882813
19/11/2014,1193.59997558594,6696.60009765625,2048.71997070313
20/11/2014,1190.69995117188,6678.89990234375,2052.75
21/11/2014,1197.5,6750.7998046875,2063.5
24/11/2014,1195.5,6729.7998046875,2069.40991210937
25/11/2014,1197.09997558594,6731.10009765625,2067.03002929687
26/11/2014,1196.59997558594,6729.2001953125,2072.830078125
27/11/2014,,6723.39990234375,
28/11/2014,1175.19995117188,6722.60009765625,2067.56005859375
01/12/2014,1218,6656.39990234375,2053.43994140625
02/12/2014,1199.19995117188,6742.10009765625,2066.55004882812
03/12/2014,1208.5,6716.60009765625,2074.330078125
04/12/2014,1207.5,6679.39990234375,2071.919921875
05/12/2014,1190.09997558594,6742.7998046875,2075.3701171875
08/12/2014,1194.69995117188,6672.2001953125,2060.31005859375
09/12/2014,1231.5,6529.5,2059.82006835937
10/12/2014,1228.90002441406,6500,2026.14001464844
11/12/2014,1225.09997558594,6461.7001953125,2035.32995605469
12/12/2014,1222,6300.60009765625,2002.32995605469
15/12/2014,1207.19995117188,6182.7001953125,1989.63000488281
16/12/2014,1193.90002441406,6331.7998046875,1972.73999023438
17/12/2014,1194.30004882813,6336.5,2012.89001464844
18/12/2014,1194.69995117188,6466,2061.22998046875
19/12/2014,1195.90002441406,6545.2998046875,2070.64990234375
22/12/2014,1179.69995117188,6576.7001953125,2078.5400390625
23/12/2014,1177.90002441406,6598.2001953125,2082.169921875
24/12/2014,1173.5,6609.89990234375,2081.8798828125
26/12/2014,1195.30004882813,,2088.77001953125
29/12/2014,1181.69995117188,6633.5,2090.57006835937
30/12/2014,1200.19995117188,6547,2080.35009765625
31/12/2014,1183.90002441406,6566.10009765625,2058.89990234375
02/01/2015,1186,6547.7998046875,2058.19995117188
05/01/2015,1203.90002441406,6417.2001953125,2020.57995605469
06/01/2015,1219.30004882813,6366.5,2002.60998535156
07/01/2015,1210.59997558594,6419.7998046875,2025.90002441406
08/01/2015,1208.40002441406,6570,2062.13989257812
09/01/2015,1216,6501.10009765625,2044.81005859375
12/01/2015,1232.69995117188,6501.39990234375,2028.26000976563
13/01/2015,1234.30004882813,6542.2001953125,2023.03002929687
14/01/2015,1234.40002441406,6388.5,2011.27001953125
15/01/2015,1264.69995117188,6498.7998046875,1992.67004394531
16/01/2015,1276.90002441406,6550.2998046875,2019.42004394531
19/01/2015,,6585.5,
20/01/2015,1294.19995117188,6620.10009765625,2022.55004882812
21/01/2015,1293.69995117188,6728,2032.11999511719
22/01/2015,1300.69995117188,6796.60009765625,2063.14990234375
23/01/2015,1292.59997558594,6832.7998046875,2051.82006835937
26/01/2015,1279.40002441406,6852.39990234375,2057.09008789062
27/01/2015,1291.69995117188,6811.60009765625,2029.55004882812
28/01/2015,1285.90002441406,6825.89990234375,2002.16003417969
29/01/2015,1254.59997558594,6810.60009765625,2021.25
30/01/2015,1278.5,6749.39990234375,1994.98999023438
02/02/2015,1276.19995117188,6782.60009765625,2020.84997558594
03/02/2015,1259.69995117188,6871.7998046875,2050.03002929688
04/02/2015,1263.80004882813,6860,2041.51000976562
05/02/2015,1262,6865.89990234375,2062.52001953125
06/02/2015,1233.90002441406,6853.39990234375,2055.46997070312
09/02/2015,1240.80004882813,6837.2001953125,2046.73999023437
10/02/2015,1231.59997558594,6829.10009765625,2068.59008789062
11/02/2015,1219,6818.2001953125,2068.53002929688
12/02/2015,1220.09997558594,6828.10009765625,2088.47998046875
13/02/2015,1226.5,6873.5,2096.98999023438
16/02/2015,,6857.10009765625,
17/02/2015,1208.09997558594,6898.10009765625,2100.34008789062
18/02/2015,1199.69995117187,6898.10009765625,2099.67993164063
19/02/2015,1207.09997558594,6888.89990234375,2097.44995117188
20/02/2015,1204.40002441406,6915.2001953125,2110.30004882813
23/02/2015,1200.30004882813,6912.2001953125,2109.65991210937
24/02/2015,1196.90002441406,6949.60009765625,2115.47998046875
25/02/2015,1201,6935.39990234375,2113.86010742187
26/02/2015,1209.59997558594,6949.7001953125,2110.73999023437
27/02/2015,1212.59997558594,6946.7001953125,2104.5
02/03/2015,1207.69995117188,6940.60009765625,2117.38989257812
03/03/2015,1204,6889.10009765625,2107.78002929688
04/03/2015,1200.59997558594,6919.2001953125,2098.53002929687
05/03/2015,1195.90002441406,6961.10009765625,2101.0400390625
06/03/2015,1164.09997558594,6911.7998046875,2071.26000976562
09/03/2015,1166.40002441406,6876.5,2079.42993164062
10/03/2015,1160.09997558594,6702.7998046875,2044.16003417969
11/03/2015,1150.69995117188,6721.5,2040.23999023437
